Li5Mn6(BO3)6,1,triclinic
YNb2NO5,1,monoclinic
Ba2Ca(BO2)6,1,trigonal
Li3Mn2(P2O7)2,1,triclinic
Li3V3P8O29,1,triclinic
KTm2Cu3Se5,1,orthorhombic
CsAg2AsS3,1,monoclinic
K4P2PdS8,1,triclinic
LiMnPO4,1,orthorhombic
Li2SiNiO4,1,orthorhombic
RbUTe3Au,0,orthorhombic
Cs2NaLiF6,0,cubic
Ba6In2NF,0,cubic
HoMg(MoO3)2,1,monoclinic
Ba2YNi3O8,0,tetragonal
Ba2Fe2CuF14,0,monoclinic
CaNiWO6,0,monoclinic
Mg2TaTiO6,0,monoclinic
TaZn2MoO6,1,monoclinic
ZnCuAsO5,1,orthorhombic
Zn3Sn3(AsO4)4,1,monoclinic
MgCuSb2O7,1,monoclinic
CaBiMoO5,1,orthorhombic
ZnNiBiO5,0,orthorhombic
ZnCu(GeO3)2,0,monoclinic
CaSnBiO5,0,monoclinic
Li3Ti2(GeO4)3,0,cubic
BaGaSnH,1,trigonal
BaGaGeH,1,trigonal
Ba4Mg(SiN3)2,1,orthorhombic
Ba9Y2(SiO4)6,1,trigonal
K2Ge(S2O7)3,1,trigonal
NaSr(PO3)3,1,triclinic
MnAg2GeTe4,0,tetragonal
Te3MoWS,1,trigonal
Te6Mo3WS2,1,trigonal
Te6MoW3Se2,1,trigonal
Te6MoW3Se2,1,trigonal
Te2Mo(WSe2)3,1,trigonal
MoWSe3S,1,trigonal
RbMg6BO7,1,tetragonal
LaSc3(BO3)4,1,trigonal
Na2SnTeO6,1,monoclinic
YMg14TiO16,0,tetragonal
HfMg30VO32,0,tetragonal
Mg30VFeO32,1,tetragonal
SrCaMg30O32,1,tetragonal
Mg30TiAlO32,0,tetragonal
Mg30CrBO32,1,tetragonal
LiMg30WO32,1,tetragonal
Sr2MnNbO6,0,cubic
La2MnNiO6,1,cubic
RbMg30TiO32,0,tetragonal
Li9Mn2Co5O16,0,monoclinic
Li9Mn2Co5O16,0,monoclinic
LiMn(PO3)4,1,monoclinic
Re2Pt(NO2)4,0,triclinic
CuBClO4,0,tetragonal
LaCrTeO6,1,trigonal
Sm3B(SO)3,1,triclinic
Na2InCuCl6,0,cubic
K2LiPrBr6,1,cubic
RbCuPdSe5,1,monoclinic
K2RbTiF6,0,cubic
K2NaAsCl6,1,cubic
K2LiMoBr6,1,cubic
K2HgSbBr6,0,cubic
K2HgBiBr6,0,cubic
K2NdCuCl6,1,cubic
Cs2TlAsI6,1,cubic
Cs2KGaBr6,1,cubic
Cs2TlAuI6,0,cubic
Rb2HgSbCl6,0,cubic
Na2YCuBr6,1,cubic
Na2TlCoF6,1,cubic
Na2AlHgBr6,0,cubic
Rb2TlSbI6,1,cubic
LiLaSO,1,tetragonal
Li10Zn7(PS4)8,1,triclinic
BaTi(BO3)2,1,trigonal
Dy2Fe2Si2C,0,monoclinic
CaFe(Si2O5)2,1,tetragonal
Li3MnCoO5,1,triclinic
Li4Mn3CoO8,1,triclinic
Li6Mn3CoO10,1,triclinic
Li7Mn2(CoO4)3,0,monoclinic
Li9Mn2Co5O16,1,triclinic
Li9Mn2Co5O16,1,triclinic
Li9Mn2Co5O16,1,triclinic
Li9Mn2Co5O16,1,triclinic
Li9Mn2Co5O16,0,triclinic
Li9Mn2Co5O16,1,triclinic
Li9Mn2Co5O16,0,triclinic
LiFe5(OF2)4,1,orthorhombic
Li5Mn4(P2O7)4,1,triclinic
Li4Fe5Sn3O16,0,monoclinic
Li4Cr(TeO4)3,0,monoclinic
Li4Mn5(Fe2O9)2,1,monoclinic
Li3Mn3CrO8,0,monoclinic
Li3Cu2Ni5O12,1,triclinic
Li2Mn2V3O12,1,orthorhombic
Li2AlCoO4,1,orthorhombic
RbHfCu3Se4,1,cubic
MgTlCu3Se4,0,cubic
MgN(ClO2)3,1,monoclinic
LiVTeO5,1,orthorhombic
LiMg(AlH4)3,1,monoclinic
K3Tl(Cl3O)2,0,tetragonal
Ag2S(NO)2,0,monoclinic
CsP(HO2)2,1,monoclinic
Rb2AlOF5,1,orthorhombic
NdCrTeO6,1,trigonal
TlSO3F,1,orthorhombic
Na2UI4O15,1,monoclinic
RbVOF3,1,orthorhombic
Pr2Mn3(SbS3)4,1,monoclinic
RbU3TiTe9,0,monoclinic
KCr2FeO9,1,monoclinic
Li2Sc(PO4)2,1,monoclinic
CsNpCl2O3,1,monoclinic
BaHf(SiO3)3,1,hexagonal
Ba3BiIr2O9,0,monoclinic
SnHg2(SBr)2,1,monoclinic
KCoAs3F18,1,orthorhombic
MnB12(H5O12)2,1,monoclinic
YB3H33N7,1,orthorhombic
Sb2PS2O13,0,triclinic
Na6Zn3As4O19,1,cubic
VH12SO11,1,triclinic
CuS2(NO7)2,1,monoclinic
InC4Br7N4,0,monoclinic
MgFe(SiO3)2,1,orthorhombic
Na3B6BrO10,1,orthorhombic
B2Pb6WO12,1,orthorhombic
LiY(CN2)2,1,orthorhombic
V6H36C12O19,1,orthorhombic
EuV(SeO4)2,0,monoclinic
YbP3(HO)6,0,monoclinic
AuCN3Cl4,0,monoclinic
Tb4BClO7,1,monoclinic
Ca2CoSi2O7,1,orthorhombic
Rb3Te(PO7)2,1,monoclinic
LiCe(C2O5)2,1,monoclinic
MgB4(H10N)2,1,orthorhombic
Cs10Tl6SiO4,1,monoclinic
KSc(BH4)4,1,orthorhombic
Dy2H4(SO4)3,1,monoclinic
Na3NbAs2O9,1,monoclinic
SrTe(HO2)2,1,monoclinic
Cu5Se4(ClO6)2,0,monoclinic
Cs6Hf5(O2F13)2,1,monoclinic
AlH16(C3O7)2,1,tetragonal
Ca5V3ClO12,1,hexagonal
ThV2SeO9,1,orthorhombic
YCuSO7,0,orthorhombic
GaB2(PO6)2,0,monoclinic
H6CN6O5,1,monoclinic
Cs2Mg(MoO6)2,1,monoclinic
UH6Br2O5,1,monoclinic
BiRu5(CO)18,1,triclinic
InP2PbO8,0,monoclinic
CeSbMo2O9,1,monoclinic
Ca6Te5N2O21,1,monoclinic
ZnH8(NO2)6,1,triclinic
HoRe2SiC,0,orthorhombic
Ba2UGeO6,1,cubic
Eu2YTaO6,1,cubic
ZrHg3(SBr3)2,1,monoclinic
Zr3Tl2(CuS4)2,1,monoclinic
YbMnFeO5,1,orthorhombic
Y16C7(I7O)2,0,monoclinic
TlFe(SeO4)2,1,trigonal
Tl2Co2(SO4)3,1,cubic
Sr2CuS2F,0,tetragonal
Sc2CuB2Ir5,0,tetragonal
Sr2V2OF10,1,orthorhombic
Pr2CuS2O,0,tetragonal
Nd2Ta3(SeO4)2,1,orthorhombic
NaTh2(PO4)3,1,monoclinic
NaMn4(AsO4)3,1,monoclinic
Na4SrU3O12,1,cubic
Rb2TaAgS2,1,orthorhombic
MgU2(SiO9)2,0,monoclinic
KDy(MoO4)2,1,orthorhombic
KAlFe2F2,0,tetragonal
K3Zr6BeCl15,1,monoclinic
KGdTiO4,1,orthorhombic
MgHg2(IO)6,1,monoclinic
KCaCr2F9,1,orthorhombic
H12PbN3Cl5,1,orthorhombic
Na8Te4W7O36,1,monoclinic
ErAlGeO5,1,orthorhombic
CsLa(MoO4)2,1,monoclinic
CsTm(WO4)2,1,monoclinic
Gd2Hf2(MoO4)7,1,monoclinic
CuP4(RuO7)2,0,triclinic
CsCr(SO4)2,1,trigonal
BaYbCuTe3,0,orthorhombic
BaP2(HO)2,1,orthorhombic
ZrNi5(BO5)2,1,orthorhombic
Zr4Sc(NiSn)5,0,trigonal
ZnCu(WO4)2,1,triclinic
Zn3P6N12Cl,0,trigonal
ZnCr5GaSe10,0,tetragonal
Zn11Cu(MoO4)12,1,triclinic
TiTl2(TeO4)3,1,monoclinic
TiCrCuSe4,0,orthorhombic
SrNbNO2,1,tetragonal
SrLa(CoO3)2,0,cubic
Sm2Fe5Co12C,0,monoclinic
Sm4Fe31(CoC2)3,0,triclinic
SbPbIO2,1,tetragonal
RbSO3F,1,orthorhombic
RbBa2Fe2F9,1,trigonal
Rb5TiSb7O22,1,monoclinic
Rb4Mn(MoO4)3,1,trigonal
NbVCN,0,trigonal
NbV(Cu3Se4)2,1,tetragonal
Nb4AgBi5O18,1,monoclinic
NdDyFe14C,0,tetragonal
Mo6Pb(SeS)4,0,triclinic
MnCoB2O5,1,triclinic
Mn2CdTeO6,1,triclinic
MgScAlO4,1,trigonal
Mn2Cu10Sb4S13,1,tetragonal
Na2CaV12O32,1,monoclinic
Mg3SiO5F,1,orthorhombic
LiLaNb4O12,1,tetragonal
LiNbWO6,1,orthorhombic
Li2AlCoO4,1,monoclinic
LaCe(SnRu)2,0,monoclinic
La3Pr(CoP)8,0,tetragonal
La6Mn(SiS7)2,1,trigonal
KP(HO2)2,1,monoclinic
La2Mn3CuGe4,0,tetragonal
In3Ag3(HgTe4)2,1,tetragonal
K10Zn4Sn4S17,1,trigonal
Ho2Mn(GeO3)4,1,orthorhombic
InCuSeS,1,orthorhombic
La6NbGa11O28,1,triclinic
FeCu6GeS8,0,cubic
Fe2Cu3(Sn3Se8)2,1,monoclinic
CsMgGaF6,1,orthorhombic
CsMgCoF6,1,orthorhombic
Cr12Ga2(CoS8)3,0,tetragonal
Cu10Hg2Sb4S13,1,tetragonal
Cs2CuBrCl3,0,tetragonal
CeNdAl2O6,1,monoclinic
CeNd4Zr3O14,1,trigonal
Cd4InTe4As,0,tetragonal
Cd2SnGeAs4,1,tetragonal
CaYb3(InGe2)2,0,orthorhombic
CaYMn2O6,0,orthorhombic
CaNd3Cr4O16,1,tetragonal
